Date,Open,High,Low,Close,Adj Close,Volume
2020-04-02,25.578512,26.157024,25.578512,26.157024,23.868200,17442775
2020-04-05,26.487602,26.900826,26.033056,26.033056,23.755079,29136819
2020-04-06,26.239670,26.446280,26.033056,26.404959,24.094439,7230047
2020-04-07,26.404959,26.446280,26.198347,26.446280,24.132145,7361770
2020-04-08,26.446280,26.446280,26.239670,26.446280,24.132145,6699503
2020-04-09,26.446280,26.570248,26.363636,26.487602,24.169851,9647112
2020-04-12,26.446280,26.446280,25.950413,26.157024,23.868200,8958566
2020-04-13,26.198347,26.280991,25.661158,25.702478,23.453426,8978691
2020-04-14,25.785124,25.991735,25.537189,25.702478,23.453426,7166278
2020-04-15,25.661158,25.661158,25.247932,25.371901,23.151777,5359154
2020-04-16,25.330578,25.330578,24.710743,24.793388,22.623886,9234436
2020-04-19,24.834709,25.041323,24.793388,24.917355,22.737003,5658347
2020-04-20,24.834709,24.834709,24.586777,24.793388,22.623886,4886326
2020-04-21,24.380165,24.586777,23.925619,24.297520,22.171408,7244393
2020-04-22,23.966942,24.710743,23.966942,24.545454,22.397652,7185288
2020-04-23,24.793388,24.958677,24.669420,24.793388,22.623886,5664648
2020-04-26,25.041323,25.661158,24.876034,25.537189,23.302601,6697454
2020-04-27,25.537189,25.702478,25.247932,25.454544,23.227188,5704086
2020-04-28,25.330578,25.495867,25.247932,25.371901,23.151777,3756876
2020-04-29,25.413223,25.619835,25.413223,25.578512,23.340311,4098787
2020-04-30,25.661158,26.239670,25.661158,26.157024,23.868200,10318469
2020-05-03,24.793388,24.958677,24.504131,24.793388,22.623886,10301328
2020-05-04,24.669420,25.619835,24.504131,25.206612,23.000952,10440601
2020-05-05,25.661158,26.074381,25.619835,25.867767,23.604256,13064143
2020-05-06,26.239670,26.404959,25.785124,25.826447,23.566549,8286741
2020-05-07,25.661158,25.785124,25.330578,25.619835,23.378016,7601435
2020-05-10,25.826447,25.950413,25.702478,25.743801,23.491135,3408792
2020-05-11,25.454544,25.743801,24.917355,25.537189,23.302601,5724594
2020-05-12,25.619835,26.033056,25.537189,25.867767,23.604256,6202220
2020-05-13,25.950413,26.074381,25.867767,25.909090,23.641960,5108868
2020-05-14,25.909090,25.950413,25.743801,25.950413,23.679668,5002475
2020-05-17,26.280991,26.446280,26.198347,26.404959,24.094439,10217636
2020-05-18,26.446280,26.859505,26.446280,26.735537,24.396091,14302220
2020-05-19,26.859505,28.016527,26.818180,27.561983,25.150219,28810841
2020-05-20,27.644629,27.809917,27.066114,27.272726,24.886274,12168289
2020-05-21,27.603306,27.644629,27.231403,27.272726,25.211485,19086462
2020-05-31,27.727272,27.727272,27.190083,27.272726,25.483150,10370850
2020-06-01,27.231403,27.314049,27.148760,27.190083,25.405931,8007592
2020-06-02,27.190083,27.231403,26.859505,26.983471,25.212875,7188626
2020-06-03,27.107437,27.190083,26.859505,27.066114,25.290096,7497426
2020-06-04,26.983471,27.024794,26.570248,26.611570,24.865379,8375045
2020-06-07,26.818180,26.983471,26.735537,26.776859,25.019823,4273229
2020-06-08,29.363636,29.454544,29.227272,29.318180,27.394388,7713476
2020-06-09,29.181818,29.363636,29.181818,29.363636,27.436863,5009512
2020-06-10,29.318180,29.363636,29.227272,29.363636,27.436863,3550234
2020-06-11,29.272726,29.409090,29.136362,29.409090,27.479332,4189711
2020-06-14,29.318180,29.363636,29.227272,29.318180,27.394388,3453183
2020-06-15,29.272726,29.363636,29.227272,29.318180,27.394388,4270783
2020-06-16,29.363636,29.909090,29.363636,29.590908,27.649218,8553113
2020-06-17,29.636362,29.727272,29.545454,29.681818,27.734163,5791047
2020-06-18,29.636362,30.090908,29.636362,30.090908,28.116409,28192470
2020-06-21,30.181818,30.181818,29.909090,29.909090,27.946524,5076879
2020-06-22,29.909090,29.954544,29.681818,29.818180,27.861578,6039491
2020-06-23,29.818180,29.954544,29.636362,29.909090,27.946524,4362004
2020-06-24,29.863636,29.909090,29.772726,29.818180,27.861578,3788116
2020-06-25,29.681818,29.772726,29.636362,29.727272,27.776634,4575880
2020-06-28,29.636362,29.727272,29.590908,29.636362,27.691692,2491119
2020-06-29,29.636362,29.727272,29.590908,29.681818,27.734163,3528336
2020-06-30,29.681818,29.727272,29.545454,29.545454,27.606747,4228232
2020-07-01,29.500000,29.727272,29.454544,29.727272,27.776634,2714151
2020-07-02,29.681818,29.909090,29.681818,29.909090,27.946524,5353713
2020-07-05,29.863636,29.909090,29.772726,29.818180,27.861578,4368491
2020-07-06,29.772726,30.090908,29.727272,29.954544,27.988993,10475944
2020-07-07,29.954544,30.409090,29.909090,30.181818,28.201357,12335167
2020-07-08,30.181818,30.318180,30.090908,30.227272,28.243828,6203008
2020-07-09,30.227272,30.318180,30.136362,30.272726,28.286299,5533445
2020-07-12,30.272726,30.545454,30.227272,30.409090,28.413715,6344134
2020-07-13,30.409090,30.454544,30.181818,30.272726,28.286299,4114574
2020-07-14,30.318180,30.318180,30.045454,30.318180,28.328772,3831837
2020-07-15,30.227272,30.409090,30.227272,30.409090,28.413715,4317178
2020-07-16,30.363636,30.409090,30.272726,30.363636,28.371243,3411694
2020-07-19,30.272726,30.318180,30.136362,30.136362,28.158886,2020047
2020-07-20,30.090908,30.136362,29.863636,30.090908,28.116409,7166799
2020-07-21,30.000000,30.090908,29.954544,30.000000,28.031466,4047871
2020-07-22,30.045454,30.045454,29.909090,30.000000,28.031466,2741061
2020-07-23,29.909090,30.000000,29.909090,30.000000,28.031466,2823064
2020-07-26,29.772726,29.909090,29.681818,29.772726,27.819105,5438085
2020-07-27,29.727272,29.954544,29.727272,29.954544,27.988993,3622898
2020-07-28,29.954544,30.000000,29.909090,30.000000,28.031466,3861133
2020-08-05,30.000000,30.181818,30.000000,30.045454,28.073938,8348046
2020-08-06,30.045454,30.090908,29.954544,29.954544,27.988993,4134269
2020-08-09,29.954544,30.136362,29.909090,30.045454,28.073938,5676684
2020-08-10,30.045454,30.136362,30.045454,30.090908,28.116409,6220129
2020-08-11,30.090908,30.272726,30.045454,30.272726,28.286299,7656930
2020-08-12,30.090908,30.136362,30.000000,30.136362,28.459547,5277250
2020-08-13,30.136362,30.136362,30.136362,30.136362,28.459547,0
2020-08-16,30.454544,30.454544,30.318180,30.318180,28.631248,4162065
2020-08-17,30.318180,30.454544,30.227272,30.454544,28.760023,11799137
2020-08-18,30.409090,30.909090,30.363636,30.909090,29.189274,14759754
2020-08-19,30.909090,31.136362,30.727272,31.045454,29.318054,11665790
2020-08-20,30.909090,31.136362,30.909090,31.045454,29.318054,9512463
2020-08-23,31.045454,31.045454,30.909090,31.000000,29.275131,5721354
2020-08-24,31.000000,31.727272,30.954544,31.727272,29.961933,18461265
2020-08-25,31.727272,31.818180,31.636362,31.772726,30.004860,11802019
2020-08-26,31.727272,31.772726,31.545454,31.727272,29.961933,6100341
2020-08-27,31.727272,31.818180,31.681818,31.818180,30.047783,9026026
2020-08-30,31.818180,32.045452,31.772726,31.909090,30.133636,10356987
2020-08-31,31.909090,32.318180,31.863636,32.318180,30.519964,82024208
2020-09-01,32.227272,32.272728,32.000000,32.045452,30.262413,10713144
2020-09-02,32.000000,32.772728,31.681818,32.727272,30.906294,18132936
2020-09-03,32.727272,33.090908,32.636364,32.727272,30.906294,15828563
2020-09-06,32.590908,32.772728,32.363636,32.590908,30.777517,7365759
2020-09-07,32.590908,32.727272,32.454544,32.500000,30.691664,7274952
2020-09-08,32.500000,32.727272,32.500000,32.681816,30.863367,10097233
2020-09-09,32.500000,32.590908,32.363636,32.545452,30.734587,8050213
2020-09-10,32.500000,32.545452,32.363636,32.454544,30.648743,6730851
2020-09-13,32.454544,32.772728,32.363636,32.681816,30.863367,10650532
2020-09-14,32.727272,32.909088,32.590908,32.772728,30.949221,12816464
2020-09-15,32.772728,32.954544,32.681816,32.863636,31.035069,16067452
2020-09-16,32.909088,33.045452,32.772728,32.954544,31.120922,14770701
2020-09-17,33.000000,33.590908,32.954544,33.318180,31.464323,67774737
2020-09-20,33.272728,33.636364,33.227272,33.590908,31.721874,14127517
2020-09-21,33.590908,33.772728,33.500000,33.590908,31.721874,14706322
2020-09-22,33.545452,33.545452,33.318180,33.318180,31.464323,6778831
2020-09-24,33.272728,33.409088,33.136364,33.363636,31.507252,6483180
2020-09-27,33.363636,33.363636,33.181816,33.272728,31.421402,6191320
2020-09-28,33.272728,33.318180,33.090908,33.227272,31.378473,10495202
2020-09-29,33.181816,33.227272,32.909088,32.909088,31.077995,6201398
2020-09-30,32.818180,32.863636,32.500000,32.636364,30.820442,6263570
2020-10-01,32.545452,32.590908,32.363636,32.500000,30.691664,3959737
2020-10-04,32.272728,32.272728,31.909090,31.909090,30.133636,4092745
2020-10-05,31.863636,32.590908,31.772726,32.590908,30.777517,6923121
2020-10-06,32.590908,32.863636,32.590908,32.590908,30.777517,6380398
2020-10-07,32.590908,32.681816,32.318180,32.545452,30.734587,3204914
2020-10-08,32.545452,32.727272,32.500000,32.727272,30.906294,3325744
2020-10-11,32.727272,32.818180,32.636364,32.681816,30.863367,4178112
2020-10-12,32.681816,32.727272,32.545452,32.681816,30.863367,2966982
2020-10-13,32.636364,32.727272,32.590908,32.636364,30.820442,3002707
2020-10-14,32.636364,32.681816,32.545452,32.545452,30.734587,2944096
2020-10-15,32.545452,32.590908,32.454544,32.545452,30.734587,3434753
2020-10-18,32.454544,32.636364,32.454544,32.590908,30.777517,2422876
2020-10-19,32.545452,32.590908,32.409088,32.409088,30.605814,2781856
2020-10-20,32.272728,32.363636,32.045452,32.272728,30.477041,3661336
2020-10-21,32.136364,32.272728,32.090908,32.090908,30.305340,2608977
2020-10-22,32.090908,32.090908,31.909090,32.090908,30.305340,3488389
2020-10-25,32.090908,32.090908,31.363636,31.363636,29.618532,4830307
2020-10-26,31.363636,31.818180,30.909090,31.000000,29.275131,7267460
2020-10-27,31.045454,31.363636,31.045454,31.363636,29.618532,2540437
2020-10-28,31.363636,31.363636,30.954544,31.090908,29.360981,3009164
2020-10-29,30.909090,31.000000,30.454544,30.636362,28.931723,7125941
2020-11-01,30.590908,30.727272,30.454544,30.545454,28.845873,2716623
2020-11-02,30.545454,31.136362,30.409090,31.090908,29.360981,4087869
2020-11-03,31.136362,31.636362,31.136362,31.272726,29.532682,5223650
2020-11-04,31.318180,31.590908,31.318180,31.500000,29.747307,2922735
2020-11-05,31.500000,31.500000,31.272726,31.454544,29.704380,2827520
2020-11-08,31.318180,31.681818,31.272726,31.681818,29.919008,3133623
2020-11-09,31.727272,32.272728,31.727272,32.272728,30.477041,7364069
2020-11-10,32.272728,32.363636,32.000000,32.136364,30.652021,9891099
2020-11-11,32.136364,32.272728,32.045452,32.272728,30.782089,4644569
2020-11-12,32.181816,32.227272,31.954544,32.045452,30.565310,2927544
2020-11-15,32.000000,32.181816,31.954544,32.090908,30.608667,4481000
2020-11-16,32.045452,32.181816,32.045452,32.181816,30.695375,4567470
2020-11-17,32.181816,32.272728,32.136364,32.272728,30.782089,4718234
2020-11-18,32.227272,32.272728,32.136364,32.272728,30.782089,4004840
2020-11-19,32.181816,32.318180,32.136364,32.181816,30.695375,3192105
2020-11-22,32.227272,32.318180,32.090908,32.090908,30.608667,3786934
2020-11-23,32.090908,32.272728,32.045452,32.272728,30.782089,4922704
2020-11-24,32.227272,32.590908,32.181816,32.454544,30.955507,6266218
2020-11-25,32.500000,32.727272,32.454544,32.454544,30.955507,7460516
2020-11-26,32.454544,32.636364,32.181816,32.636364,31.128927,10347689
2020-11-29,32.636364,32.636364,32.636364,32.636364,31.128927,0
2020-11-30,32.500000,32.727272,32.181816,32.727272,31.215635,11826334
2020-12-01,32.409088,32.727272,32.409088,32.681816,31.172281,4131848
2020-12-02,32.545452,32.727272,32.454544,32.636364,31.128927,3282721
2020-12-03,32.590908,32.590908,32.500000,32.590908,31.085571,2390681
2020-12-06,32.636364,32.636364,32.454544,32.454544,30.955507,2093239
2020-12-07,32.409088,32.454544,32.227272,32.409088,30.912149,4056552
2020-12-08,32.318180,32.363636,32.272728,32.363636,30.868795,2268173
2020-12-09,32.363636,32.454544,32.272728,32.409088,30.912149,2699079
2020-12-10,32.363636,32.409088,32.272728,32.272728,30.782089,2878805
2020-12-13,32.272728,32.318180,32.181816,32.181816,30.695375,2579589
2020-12-14,32.136364,32.181816,32.090908,32.181816,30.695375,3041468
2020-12-15,32.090908,32.409088,32.090908,32.227272,30.738731,3919469
2020-12-16,32.272728,32.363636,32.181816,32.363636,30.868795,2616001
2020-12-17,32.318180,32.363636,32.000000,32.000000,30.521955,10445028
2020-12-20,32.181816,32.227272,32.000000,32.000000,30.521955,3099104
2020-12-21,31.818180,31.954544,31.500000,31.636362,30.175112,7426306
2020-12-22,31.500000,31.818180,31.500000,31.818180,30.348536,3189089
2020-12-23,31.818180,31.818180,31.681818,31.727272,30.261826,2489830
2020-12-24,31.727272,32.000000,31.727272,31.818180,30.348536,3524442
2020-12-27,31.772726,31.954544,31.681818,31.863636,30.391891,2536658
2020-12-28,31.863636,31.909090,31.772726,31.909090,30.435246,2500426
2020-12-29,31.863636,31.909090,31.681818,31.909090,30.435246,3511114
2020-12-30,31.863636,31.909090,31.727272,31.863636,30.391891,3504014
2020-12-31,31.863636,31.954544,31.772726,31.818180,30.348536,3622036
2021-01-03,31.818180,31.818180,31.681818,31.681818,30.218470,1795311
2021-01-04,31.681818,31.818180,31.636362,31.681818,30.218470,2552273
2021-01-05,31.727272,31.727272,31.500000,31.681818,30.218470,4268387
2021-01-06,31.681818,31.772726,31.545454,31.636362,30.175112,3326896
2021-01-07,31.590908,31.727272,31.545454,31.727272,30.261826,3550286
2021-01-10,31.818180,32.045452,31.772726,31.818180,30.348536,4035915
2021-01-11,31.818180,32.000000,31.727272,32.000000,30.521955,4984818
2021-01-12,31.909090,31.954544,31.818180,31.954544,30.478600,3748599
2021-01-13,31.909090,31.954544,31.863636,31.954544,30.478600,2298313
2021-01-14,31.863636,31.909090,31.772726,31.818180,30.348536,2514626
2021-01-17,31.818180,31.818180,31.636362,31.636362,30.175112,2535535
2021-01-18,31.636362,31.772726,31.636362,31.772726,30.305180,2233473
2021-01-19,31.727272,31.772726,31.636362,31.727272,30.261826,3066609
2021-01-20,31.636362,31.727272,31.590908,31.636362,30.175112,2655866
2021-01-21,31.636362,31.727272,31.636362,31.636362,30.175112,1920287
2021-01-24,31.636362,31.772726,31.636362,31.772726,30.305180,1801892
2021-01-25,31.681818,31.772726,31.590908,31.590908,30.131760,2946027
2021-01-26,31.590908,31.727272,31.545454,31.545454,30.088406,2252509
2021-01-27,31.590908,31.681818,31.545454,31.636362,30.175112,2605854
2021-01-28,31.545454,31.727272,31.545454,31.590908,30.131760,3417708
2021-01-31,31.590908,31.681818,31.454544,31.500000,30.045050,2188825
2021-02-01,31.500000,31.500000,31.045454,31.045454,29.611500,3330434
2021-02-02,31.136362,31.318180,31.090908,31.090908,29.654856,2342611
2021-02-03,31.090908,31.136362,30.909090,30.909090,29.481432,2673994
2021-02-04,30.909090,30.954544,30.818180,30.863636,29.438080,4486693
2021-02-07,30.909090,31.136362,30.863636,31.000000,29.568146,2515188
2021-02-08,31.000000,31.409090,31.000000,31.181818,29.741566,2724131
2021-02-09,31.227272,31.727272,31.227272,31.363636,29.914986,4043189
2021-02-10,31.545454,31.545454,31.227272,31.318180,29.871630,2365028
2021-02-11,31.272726,31.409090,31.227272,31.409090,29.958338,2125079
2021-02-14,31.363636,31.500000,31.363636,31.409090,29.958338,2959656
2021-02-15,31.409090,31.727272,31.409090,31.500000,30.045050,4214386
2021-02-16,31.500000,31.727272,31.500000,31.681818,30.218470,3442918
2021-02-17,31.727272,31.772726,31.500000,31.590908,30.131760,3588487
2021-02-18,31.590908,31.954544,31.545454,31.590908,30.131760,8052380
2021-02-21,31.590908,31.636362,31.500000,31.590908,30.131760,3212132
2021-02-22,31.500000,31.590908,31.363636,31.454544,30.001694,5452140
2021-02-23,31.500000,31.681818,31.500000,31.545454,30.088406,4038745
2021-02-24,31.500000,31.545454,31.363636,31.409090,29.958338,4635007
2021-02-25,31.409090,31.545454,31.363636,31.409090,29.958338,7916223
2021-02-28,31.272726,31.363636,31.181818,31.318180,29.871630,2847388
2021-03-01,31.272726,31.363636,31.227272,31.363636,29.914986,3725082
2021-03-02,31.318180,31.409090,31.272726,31.318180,29.871630,3437214
2021-03-03,31.318180,31.863636,31.272726,31.863636,30.391891,9987943
2021-03-04,31.818180,32.090908,31.727272,32.000000,30.521955,9970505
2021-03-07,32.136364,32.727272,32.136364,32.545452,31.042213,11131632
2021-03-08,32.545452,32.727272,32.363636,32.636364,31.128927,11387457
2021-03-09,32.636364,32.727272,32.454544,32.545452,31.042213,5726110
2021-03-10,32.454544,32.636364,32.409088,32.545452,31.042213,5094413
2021-03-11,32.545452,32.636364,32.454544,32.636364,31.128927,4930357
2021-03-14,32.545452,32.590908,32.454544,32.545452,31.042213,3018466
2021-03-15,32.500000,32.636364,32.454544,32.454544,30.955507,4380332
2021-03-16,32.500000,32.590908,32.363636,32.454544,30.955507,5723755
2021-03-17,32.409088,32.454544,32.136364,32.272728,30.782089,4664521
2021-03-18,32.227272,32.409088,32.000000,32.000000,30.521955,7851835
2021-03-21,31.863636,32.227272,31.818180,32.181816,30.695375,3653784
2021-03-22,32.181816,32.363636,32.090908,32.318180,30.825439,4190160
2021-03-23,32.090908,32.090908,31.863636,31.909090,30.739439,4260675
2021-03-24,31.818180,31.818180,31.681818,31.727272,30.564287,2614782
2021-03-25,31.818180,31.818180,31.636362,31.636362,30.476709,3351265
2021-03-28,31.545454,31.636362,31.454544,31.500000,30.345346,2720878
2021-03-29,31.500000,31.954544,31.409090,31.954544,30.783228,3327933
2021-03-30,31.954544,31.954544,31.727272,31.863636,30.695654,2727161
2021-03-31,32.727272,32.727272,32.090908,32.727272,31.527632,21614211
2021-04-01,32.500000,32.545452,32.227272,32.227272,31.045961,4519166
2021-04-04,32.227272,32.409088,32.136364,32.318180,31.133535,3754792
2021-04-05,32.227272,32.363636,32.181816,32.363636,31.177326,3268310
2021-04-06,32.272728,32.318180,32.227272,32.227272,31.045961,4059163
2021-04-07,32.227272,32.227272,32.227272,32.227272,31.045961,0
2021-04-08,32.227272,32.363636,32.181816,32.363636,31.177326,4888253
2021-04-11,32.363636,32.363636,32.363636,32.363636,31.177326,0
2021-04-12,32.318180,32.500000,32.272728,32.409088,31.221111,5207537
2021-04-13,32.318180,32.500000,32.227272,32.227272,31.045961,3495952
2021-04-14,32.227272,32.363636,32.227272,32.363636,31.177326,6128170
2021-04-15,32.272728,32.363636,32.227272,32.363636,31.177326,4265723
2021-04-18,32.272728,32.409088,32.272728,32.318180,31.133535,3681135
2021-04-19,32.318180,32.318180,32.227272,32.318180,31.133535,4802387
2021-04-20,32.272728,32.318180,32.227272,32.318180,31.133535,3498210
2021-04-21,32.227272,32.272728,32.181816,32.181816,31.002171,4324411
2021-04-22,32.181816,32.272728,32.136364,32.181816,31.002171,4457274
2021-04-25,32.181816,32.272728,32.090908,32.136364,30.958382,2543039
2021-04-26,32.090908,32.181816,32.090908,32.181816,31.002171,3032951
2021-04-27,32.090908,32.181816,32.045452,32.181816,31.002171,4124380
2021-04-28,32.318180,32.772728,32.272728,32.545452,31.352474,22753683
2021-04-29,32.409088,32.500000,32.181816,32.181816,31.002171,8161730
2021-05-02,32.181816,32.272728,32.090908,32.227272,31.045961,4500724
2021-05-03,32.227272,32.272728,32.136364,32.181816,31.002171,3414858
2021-05-04,32.363636,32.454544,32.272728,32.409088,31.221111,6885765
2021-05-05,32.409088,32.500000,32.363636,32.409088,31.221111,5019638
2021-05-06,32.409088,32.454544,32.318180,32.409088,31.221111,5769887
2021-05-09,32.409088,32.454544,32.363636,32.454544,31.264902,3772315
2021-05-10,32.409088,32.590908,32.409088,32.545452,31.352474,6900015
2021-05-17,32.272728,32.318180,32.181816,32.318180,31.442516,7390649
2021-05-18,32.318180,32.363636,32.227272,32.318180,31.442516,3896514
2021-05-19,32.272728,32.318180,32.181816,32.227272,31.354071,2376080
2021-05-20,32.227272,32.272728,32.181816,32.227272,31.354071,5133156
2021-05-23,32.181816,32.227272,32.136364,32.227272,31.354071,3293783
2021-05-24,32.227272,32.227272,32.136364,32.136364,31.265625,3170569
2021-05-25,32.136364,32.227272,32.090908,32.181816,31.309847,7540792
2021-05-26,32.181816,32.181816,32.090908,32.090908,31.221401,5061575
2021-05-27,32.090908,32.181816,32.045452,32.045452,31.177177,10338883
2021-05-30,32.045452,32.090908,32.000000,32.090908,31.221401,3808789
2021-05-31,32.090908,32.090908,32.000000,32.090908,31.221401,3138624
2021-06-01,32.090908,32.272728,32.090908,32.181816,31.309847,4911395
2021-06-02,32.181816,32.227272,32.090908,32.181816,31.309847,4105839
2021-06-03,32.181816,32.227272,32.090908,32.136364,31.265625,5010956
2021-06-06,32.181816,32.227272,32.136364,32.181816,31.309847,6416595
2021-06-07,32.181816,32.227272,32.136364,32.227272,31.354071,4464158
2021-06-08,32.181816,32.227272,32.090908,32.181816,31.309847,5368557
2021-06-09,32.181816,32.227272,32.136364,32.181816,31.309847,8540341
2021-06-10,32.181816,32.227272,32.090908,32.181816,31.309847,10830255
2021-06-13,32.181816,32.227272,32.090908,32.181816,31.309847,7278454
2021-06-14,32.136364,32.181816,32.045452,32.090908,31.221401,6038649
2021-06-15,32.090908,32.136364,32.000000,32.090908,31.221401,5565501
2021-06-16,32.090908,32.181816,32.045452,32.090908,31.221401,4011692
2021-06-17,32.090908,32.181816,32.045452,32.045452,31.177177,13390999
2021-06-20,32.090908,32.136364,32.045452,32.090908,31.221401,4245303
2021-06-21,32.045452,32.136364,32.045452,32.090908,31.221401,3785474
2021-06-22,32.090908,32.136364,32.045452,32.090908,31.221401,8813143
2021-06-23,32.090908,32.090908,32.000000,32.000000,31.132957,4476329
2021-06-24,32.000000,32.045452,31.954544,31.954544,31.088732,5353379
